,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
82237,физ. лицо,списание средств,568.45,безналичный,Могилев,Белинвестбанк-LUHB-863,24-03-2012,02:38:03,недостаточно средств,да,34.71
82248,физ. лицо,получение средств,958.49,наличный,Брест,БелАгропромбанк-PVTI-674,06-07-2006,18:14:46,успешно,нет,0.0
82251,юр. лицо,получение средств,521.76,наличный,Гомель,Беларусбанк-YLVF-617,25-02-2006,09:37:25,успешно,нет,0.0
82257,юр. лицо,списание средств,317.58,наличный,Гродно,МаксБанк-DVRK-444,29-08-2000,01:35:48,неправильный ввод пин-кода,нет,0.0
82263,физ. лицо,получение средств,118.18,безналичный,Гродно,Белинвестбанк-LQRG-554,01-05-2000,13:25:28,успешно,нет,0.0
82268,физ. лицо,списание средств,784.2,безналичный,Гродно,Белинвестбанк-ENBP-925,23-02-2022,21:44:24,недостаточно средств,да,15.43
82279,физ. лицо,списание средств,584.77,наличный,Гродно,Беларусбанк-DDOV-918,14-08-2009,07:48:15,неправильный ввод пин-кода,нет,0.0
82292,физ. лицо,получение средств,468.7,наличный,Гродно,МаксБанк-OZXH-802,16-12-2008,03:40:37,успешно,нет,0.0
82298,физ. лицо,получение средств,556.22,безналичный,Гродно,Приорбанк-HVKX-424,23-02-2019,11:51:56,успешно,нет,0.0
82301,физ. лицо,списание средств,937.92,наличный,Витебск,Приорбанк-ZENN-664,06-04-2010,06:05:50,неправильный ввод пин-кода,нет,0.0
82305,физ. лицо,получение средств,116.33,безналичный,Гродно,Белинвестбанк-EDCS-624,30-07-2015,19:06:43,успешно,нет,0.0
82308,физ. лицо,списание средств,959.59,наличный,Брест,Приорбанк-CTBY-106,22-11-2019,12:12:04,недостаточно средств,да,47.38
82313,физ. лицо,списание средств,32.0,безналичный,Витебск,Беларусбанк-NSXK-301,07-03-2022,15:35:58,недостаточно средств,да,0.87
82320,физ. лицо,получение средств,305.54,безналичный,Гомель,Приорбанк-PBIU-154,19-05-2018,04:16:47,успешно,нет,0.0
82322,физ. лицо,списание средств,946.68,наличный,Гомель,МаксБанк-PLHB-774,11-01-2005,05:29:47,успешно,нет,0.0
82323,юр. лицо,списание средств,330.94,безналичный,Брест,Приорбанк-IUDJ-630,07-10-2007,18:38:40,недостаточно средств,нет,0.0
82332,юр. лицо,списание средств,537.8,безналичный,Гродно,МаксБанк-ORNW-687,16-05-2005,05:33:11,недостаточно средств,нет,0.0
82333,юр. лицо,списание средств,565.46,безналичный,Брест,Приорбанк-BXHI-276,11-05-2024,18:33:22,успешно,да,15.4
82334,юр. лицо,списание средств,833.15,наличный,Минск,Приорбанк-IPQW-467,19-01-2008,03:58:59,неправильный ввод пин-кода,нет,0.0
82339,юр. лицо,списание средств,795.74,безналичный,Минск,Беларусбанк-JCKD-574,11-04-2010,07:11:47,недостаточно средств,нет,0.0
82342,физ. лицо,получение средств,425.46,наличный,Гомель,МаксБанк-FQWK-475,24-04-2000,19:29:14,успешно,нет,0.0
82363,юр. лицо,списание средств,778.64,наличный,Брест,Приорбанк-OKMI-571,17-01-2009,04:58:05,недостаточно средств,да,32.9
82365,юр. лицо,списание средств,907.22,наличный,Витебск,Беларусбанк-ATKN-257,04-11-2019,21:17:45,неправильный ввод пин-кода,нет,0.0
82368,юр. лицо,списание средств,607.84,наличный,Витебск,Беларусбанк-QJMD-959,29-11-2011,21:04:33,успешно,да,53.44
82376,физ. лицо,получение средств,267.08,безналичный,Минск,Приорбанк-JOQT-416,23-11-2020,00:10:30,успешно,нет,0.0
82382,физ. лицо,получение средств,267.24,наличный,Витебск,БелАгропромбанк-NNRO-442,28-08-2007,11:34:29,успешно,нет,0.0
82383,физ. лицо,списание средств,234.96,наличный,Могилев,Приорбанк-OTXV-089,20-02-2016,17:07:59,недостаточно средств,да,7.67
82386,физ. лицо,списание средств,406.38,безналичный,Гомель,Беларусбанк-NXAG-665,27-07-2012,02:22:55,неправильный ввод пин-кода,да,12.94
82391,юр. лицо,списание средств,684.68,наличный,Минск,МаксБанк-HCKL-232,01-02-2006,16:30:06,неправильный ввод пин-кода,нет,0.0
82401,юр. лицо,списание средств,133.4,наличный,Витебск,БелАгропромбанк-KHIJ-760,26-04-2001,08:12:45,успешно,нет,0.0
82403,физ. лицо,получение средств,464.87,безналичный,Гомель,Приорбанк-MIAS-683,26-10-2021,12:55:32,успешно,нет,0.0
82420,юр. лицо,списание средств,767.85,безналичный,Гомель,Приорбанк-AFYE-695,13-08-2007,23:39:58,успешно,да,68.4
82425,физ. лицо,списание средств,885.9,наличный,Могилев,БелАгропромбанк-NPUN-956,10-07-2022,10:40:35,недостаточно средств,нет,0.0
82432,физ. лицо,списание средств,218.68,наличный,Могилев,Беларусбанк-FFQN-660,28-01-2019,10:29:10,успешно,да,17.25
82437,юр. лицо,получение средств,91.6,безналичный,Брест,Белинвестбанк-KPBG-435,03-03-2016,15:19:09,успешно,нет,0.0
82438,юр. лицо,списание средств,179.92,безналичный,Витебск,Белинвестбанк-QXPC-009,26-12-2014,12:40:31,недостаточно средств,да,16.9
82446,физ. лицо,получение средств,319.05,наличный,Витебск,БелАгропромбанк-FCZL-369,12-05-2020,16:54:25,успешно,нет,0.0
82447,юр. лицо,списание средств,48.55,безналичный,Брест,МаксБанк-IASB-073,08-01-2003,09:39:38,недостаточно средств,нет,0.0
82449,физ. лицо,списание средств,771.81,безналичный,Гомель,Беларусбанк-FVGZ-388,23-09-2010,23:55:09,успешно,да,15.91
82452,юр. лицо,списание средств,737.29,наличный,Гродно,Приорбанк-CLVJ-800,22-09-2002,01:43:41,недостаточно средств,нет,0.0
82457,юр. лицо,получение средств,951.57,наличный,Гомель,Белинвестбанк-RWTB-602,21-12-2017,10:48:02,успешно,нет,0.0
82458,юр. лицо,получение средств,664.87,безналичный,Могилев,Беларусбанк-XJTQ-418,16-10-2024,21:06:52,успешно,нет,0.0
82459,юр. лицо,получение средств,241.83,безналичный,Витебск,МаксБанк-MQJB-348,27-01-2013,02:14:12,успешно,нет,0.0
82462,физ. лицо,получение средств,764.5,безналичный,Минск,БелАгропромбанк-CMFV-963,18-09-2020,08:40:34,успешно,нет,0.0
82467,юр. лицо,списание средств,371.76,наличный,Могилев,Белинвестбанк-HILR-769,02-06-2001,11:43:29,недостаточно средств,нет,0.0
82477,физ. лицо,получение средств,778.78,безналичный,Могилев,Белинвестбанк-IFXN-076,15-07-2000,21:46:30,успешно,нет,0.0
82479,физ. лицо,получение средств,141.7,безналичный,Брест,Беларусбанк-FBXK-631,15-09-2007,03:37:36,успешно,нет,0.0
82482,физ. лицо,получение средств,315.83,наличный,Брест,Приорбанк-GEXG-930,31-10-2005,23:53:18,успешно,нет,0.0
82483,физ. лицо,списание средств,452.72,наличный,Гродно,Беларусбанк-KYOA-020,23-08-2001,07:21:02,неправильный ввод пин-кода,да,18.23
82488,физ. лицо,списание средств,306.12,наличный,Витебск,Приорбанк-HYWK-275,27-10-2001,12:42:56,недостаточно средств,да,6.61
82505,юр. лицо,списание средств,226.26,безналичный,Витебск,Приорбанк-OBGT-887,05-08-2017,08:35:11,неправильный ввод пин-кода,да,7.54
82515,юр. лицо,получение средств,659.76,безналичный,Гродно,МаксБанк-OOSS-501,03-07-2004,18:56:33,успешно,нет,0.0
82523,юр. лицо,списание средств,260.36,наличный,Брест,Приорбанк-DNQC-486,21-03-2012,23:07:45,неправильный ввод пин-кода,нет,0.0
82529,физ. лицо,списание средств,842.85,наличный,Витебск,Беларусбанк-XVRL-330,09-04-2020,00:53:00,успешно,да,48.71
82530,юр. лицо,получение средств,724.83,безналичный,Гомель,БелАгропромбанк-RLXL-093,30-05-2013,22:02:36,успешно,нет,0.0
82539,физ. лицо,получение средств,415.2,наличный,Брест,Беларусбанк-RNOM-024,01-08-2020,00:03:16,успешно,нет,0.0
82546,юр. лицо,списание средств,981.85,безналичный,Могилев,Приорбанк-QLAJ-251,26-06-2024,12:35:44,неправильный ввод пин-кода,нет,0.0
82549,юр. лицо,получение средств,39.39,безналичный,Минск,Беларусбанк-PERN-193,13-09-2002,13:49:39,успешно,нет,0.0
82551,юр. лицо,получение средств,635.38,наличный,Витебск,МаксБанк-VCBF-850,13-10-2016,05:15:31,успешно,нет,0.0
82552,юр. лицо,получение средств,792.32,наличный,Гродно,Белинвестбанк-XCZZ-121,15-06-2017,04:24:17,успешно,нет,0.0
82557,юр. лицо,получение средств,392.28,наличный,Минск,БелАгропромбанк-AUCC-630,29-01-2005,02:56:57,успешно,нет,0.0
82564,юр. лицо,получение средств,821.96,наличный,Могилев,БелАгропромбанк-ZNSO-913,26-11-2020,02:25:54,успешно,нет,0.0
82574,юр. лицо,списание средств,977.26,безналичный,Минск,Белинвестбанк-YECT-329,02-11-2003,20:46:50,успешно,да,59.37
82583,физ. лицо,получение средств,862.44,безналичный,Минск,Приорбанк-QYOL-353,28-07-2008,14:39:47,успешно,нет,0.0
82598,юр. лицо,списание средств,381.64,наличный,Брест,БелАгропромбанк-UNDL-686,27-04-2004,02:06:05,неправильный ввод пин-кода,нет,0.0
82599,физ. лицо,получение средств,740.14,наличный,Гомель,МаксБанк-BUXB-880,18-12-2010,23:09:57,успешно,нет,0.0
82602,юр. лицо,получение средств,561.05,безналичный,Витебск,БелАгропромбанк-HDZV-817,15-09-2008,06:41:24,успешно,нет,0.0
82605,физ. лицо,получение средств,563.04,безналичный,Гомель,БелАгропромбанк-HCID-432,12-05-2024,02:47:26,успешно,нет,0.0
82611,физ. лицо,получение средств,456.32,наличный,Минск,МаксБанк-PRZL-893,25-11-2020,17:55:41,успешно,нет,0.0
82615,физ. лицо,списание средств,906.97,безналичный,Могилев,Белинвестбанк-THWO-987,29-09-2000,00:13:26,недостаточно средств,да,42.61
82619,физ. лицо,получение средств,35.18,наличный,Гродно,Белинвестбанк-ZVQH-656,07-09-2023,08:59:25,успешно,нет,0.0
82634,физ. лицо,получение средств,35.34,наличный,Могилев,Белинвестбанк-RSZG-698,05-07-2009,02:58:16,успешно,нет,0.0
82639,юр. лицо,получение средств,488.14,безналичный,Гродно,Белинвестбанк-VANR-059,17-03-2006,10:25:26,успешно,нет,0.0
82642,физ. лицо,получение средств,853.91,наличный,Минск,Беларусбанк-QXDN-139,02-11-2011,20:32:44,успешно,нет,0.0
82650,юр. лицо,списание средств,428.6,безналичный,Минск,Беларусбанк-NPAF-126,13-03-2024,18:53:58,недостаточно средств,да,33.87
82652,юр. лицо,списание средств,527.87,наличный,Минск,БелАгропромбанк-AFXW-893,05-12-2017,13:53:25,успешно,да,23.81
82658,юр. лицо,получение средств,239.67,безналичный,Брест,Беларусбанк-JURE-700,01-05-2023,00:33:11,успешно,нет,0.0
82659,физ. лицо,получение средств,113.83,безналичный,Гродно,МаксБанк-NNLX-579,10-07-2014,06:08:48,успешно,нет,0.0
82663,юр. лицо,списание средств,841.75,наличный,Минск,Приорбанк-WUHS-467,08-10-2013,21:44:17,неправильный ввод пин-кода,нет,0.0
82674,юр. лицо,получение средств,791.4,наличный,Гомель,БелАгропромбанк-TVTJ-649,14-04-2015,16:11:28,успешно,нет,0.0
82677,юр. лицо,получение средств,14.67,наличный,Минск,БелАгропромбанк-ZDUT-983,14-04-2022,02:07:33,успешно,нет,0.0
82679,юр. лицо,списание средств,287.9,безналичный,Могилев,Беларусбанк-VUQM-635,15-08-2020,10:59:07,неправильный ввод пин-кода,нет,0.0
82686,юр. лицо,получение средств,283.51,безналичный,Витебск,Белинвестбанк-DAOM-033,29-04-2010,17:22:10,успешно,нет,0.0
82687,физ. лицо,списание средств,633.86,безналичный,Могилев,Белинвестбанк-CWAJ-648,15-12-2018,06:09:28,недостаточно средств,да,22.89
82690,физ. лицо,получение средств,295.73,наличный,Могилев,МаксБанк-SEVP-744,18-05-2014,12:43:35,успешно,нет,0.0
82692,юр. лицо,получение средств,292.19,безналичный,Минск,Беларусбанк-PAHU-899,07-11-2004,12:02:24,успешно,нет,0.0
82693,физ. лицо,получение средств,178.09,наличный,Витебск,Белинвестбанк-ZGLA-777,07-05-2014,01:16:46,успешно,нет,0.0
82701,юр. лицо,списание средств,68.63,безналичный,Витебск,Беларусбанк-EUBB-792,14-06-2009,05:10:39,успешно,нет,0.0
82712,юр. лицо,получение средств,136.61,наличный,Витебск,БелАгропромбанк-ZYKI-840,08-09-2013,17:03:51,успешно,нет,0.0
82717,юр. лицо,списание средств,950.31,безналичный,Витебск,Белинвестбанк-JPMF-897,17-01-2008,18:05:33,неправильный ввод пин-кода,да,13.73
82738,юр. лицо,списание средств,673.82,наличный,Гомель,БелАгропромбанк-DFCA-293,23-10-2021,19:09:16,успешно,да,18.05
82740,физ. лицо,списание средств,33.26,наличный,Витебск,Приорбанк-BQQH-159,13-07-2005,21:27:13,неправильный ввод пин-кода,да,0.65
82741,физ. лицо,списание средств,976.52,наличный,Брест,БелАгропромбанк-GKPE-911,01-01-2019,01:56:52,недостаточно средств,нет,0.0
82750,физ. лицо,списание средств,911.88,наличный,Минск,Белинвестбанк-KZWL-545,14-07-2023,02:31:11,успешно,нет,0.0
82755,физ. лицо,получение средств,0.73,безналичный,Могилев,Белинвестбанк-CCVE-385,19-10-2019,01:08:36,успешно,нет,0.0
82758,физ. лицо,списание средств,885.96,наличный,Витебск,МаксБанк-BFKN-230,07-11-2010,03:07:27,недостаточно средств,да,73.63
82769,юр. лицо,получение средств,173.71,безналичный,Минск,Белинвестбанк-VMRQ-957,09-07-2003,20:39:16,успешно,нет,0.0
82773,физ. лицо,получение средств,843.41,наличный,Минск,Приорбанк-TWWI-639,08-01-2000,02:38:35,успешно,нет,0.0
82774,физ. лицо,получение средств,918.41,наличный,Минск,БелАгропромбанк-TXEQ-880,21-11-2014,05:20:07,успешно,нет,0.0
82777,юр. лицо,получение средств,490.95,наличный,Гомель,Белинвестбанк-CUVO-055,24-12-2018,09:56:23,успешно,нет,0.0
82795,физ. лицо,списание средств,264.03,безналичный,Минск,БелАгропромбанк-VIGH-447,16-11-2007,16:00:59,неправильный ввод пин-кода,нет,0.0
82802,физ. лицо,списание средств,692.59,безналичный,Гомель,Белинвестбанк-HQLS-481,05-09-2024,23:09:49,недостаточно средств,нет,0.0
82811,физ. лицо,списание средств,573.49,наличный,Могилев,Белинвестбанк-GLDH-908,13-11-2017,23:29:18,неправильный ввод пин-кода,да,9.71
82818,физ. лицо,получение средств,383.72,безналичный,Могилев,БелАгропромбанк-CTVP-953,05-03-2009,10:58:41,успешно,нет,0.0
82825,физ. лицо,получение средств,577.62,безналичный,Брест,Белинвестбанк-CYVS-859,15-02-2024,14:08:30,успешно,нет,0.0
82828,физ. лицо,списание средств,362.24,безналичный,Брест,Приорбанк-KJNO-070,12-07-2006,22:38:45,неправильный ввод пин-кода,да,34.59
82831,юр. лицо,получение средств,821.98,безналичный,Брест,Белинвестбанк-UFPM-571,08-01-2016,15:19:37,успешно,нет,0.0
82838,юр. лицо,получение средств,358.07,безналичный,Гродно,Белинвестбанк-NZAY-165,05-09-2018,06:33:25,успешно,нет,0.0
82841,юр. лицо,получение средств,576.62,наличный,Гомель,МаксБанк-NYWU-468,17-08-2022,16:45:18,успешно,нет,0.0
82843,юр. лицо,получение средств,559.52,наличный,Гомель,Беларусбанк-UUWL-269,14-02-2019,22:19:09,успешно,нет,0.0
82849,юр. лицо,получение средств,494.43,безналичный,Гомель,Приорбанк-PLON-721,03-06-2020,08:51:54,успешно,нет,0.0
82850,юр. лицо,списание средств,128.19,наличный,Гомель,Приорбанк-GWMF-417,20-12-2016,00:59:32,недостаточно средств,да,10.01
82855,физ. лицо,списание средств,446.0,безналичный,Брест,БелАгропромбанк-OKMH-091,14-02-2003,23:12:56,недостаточно средств,нет,0.0
82864,физ. лицо,получение средств,153.01,наличный,Могилев,Приорбанк-DGVM-452,23-11-2000,09:58:41,успешно,нет,0.0
82865,юр. лицо,получение средств,380.82,наличный,Могилев,БелАгропромбанк-WETH-395,20-07-2019,22:49:52,успешно,нет,0.0
82872,физ. лицо,списание средств,187.7,безналичный,Брест,Беларусбанк-HNWC-471,10-03-2000,00:08:03,недостаточно средств,нет,0.0
82873,физ. лицо,получение средств,332.28,безналичный,Витебск,Белинвестбанк-AOJI-794,15-06-2006,18:56:41,успешно,нет,0.0
82885,юр. лицо,списание средств,434.9,наличный,Гомель,Белинвестбанк-PYHO-552,26-02-2014,19:24:30,недостаточно средств,да,21.66
82889,юр. лицо,списание средств,534.03,наличный,Витебск,МаксБанк-EZZD-310,26-04-2001,15:44:51,успешно,да,23.58
82901,юр. лицо,получение средств,77.05,безналичный,Брест,Беларусбанк-UIRT-269,07-08-2024,08:30:40,успешно,нет,0.0
82902,юр. лицо,получение средств,594.18,наличный,Витебск,БелАгропромбанк-MHIP-854,04-04-2015,14:59:42,успешно,нет,0.0
82907,юр. лицо,получение средств,618.54,безналичный,Витебск,Беларусбанк-SNCH-934,18-11-2014,12:54:44,успешно,нет,0.0
82912,юр. лицо,получение средств,997.77,наличный,Гродно,МаксБанк-SRDS-261,13-04-2001,14:03:30,успешно,нет,0.0
82914,юр. лицо,списание средств,188.33,безналичный,Брест,БелАгропромбанк-YOJV-205,17-12-2018,19:33:30,недостаточно средств,нет,0.0
82916,юр. лицо,списание средств,791.88,безналичный,Брест,БелАгропромбанк-QEQT-902,15-05-2020,13:20:52,неправильный ввод пин-кода,нет,0.0
82919,физ. лицо,получение средств,997.32,наличный,Гомель,МаксБанк-DDYT-184,27-06-2014,00:56:52,успешно,нет,0.0
82929,юр. лицо,списание средств,996.39,безналичный,Гомель,БелАгропромбанк-NCZI-119,10-08-2013,04:19:12,успешно,да,97.12
82936,физ. лицо,списание средств,686.65,безналичный,Брест,Белинвестбанк-EAJC-392,07-03-2022,04:41:04,недостаточно средств,нет,0.0
82938,юр. лицо,списание средств,738.15,безналичный,Минск,МаксБанк-PCEL-512,25-03-2012,03:48:37,недостаточно средств,да,37.8
82954,юр. лицо,списание средств,621.83,безналичный,Могилев,Беларусбанк-KQDW-507,18-12-2017,00:28:29,неправильный ввод пин-кода,нет,0.0
82956,юр. лицо,получение средств,211.18,наличный,Гомель,Белинвестбанк-QYFN-083,21-11-2005,19:05:00,успешно,нет,0.0
82959,юр. лицо,списание средств,612.86,безналичный,Гродно,Белинвестбанк-SXGK-065,31-03-2008,12:45:56,успешно,да,51.49
82968,физ. лицо,получение средств,40.12,безналичный,Брест,МаксБанк-PVHT-306,03-10-2010,02:28:25,успешно,нет,0.0
82969,юр. лицо,получение средств,223.35,безналичный,Гомель,МаксБанк-AVTU-610,03-01-2022,10:04:08,успешно,нет,0.0
82981,физ. лицо,получение средств,402.54,наличный,Брест,Приорбанк-CTFU-113,09-07-2015,11:47:15,успешно,нет,0.0
82983,юр. лицо,списание средств,209.0,безналичный,Витебск,БелАгропромбанк-ONNN-530,22-04-2004,22:07:20,успешно,нет,0.0
82984,физ. лицо,получение средств,735.27,безналичный,Витебск,БелАгропромбанк-QQRG-106,06-11-2021,19:46:53,успешно,нет,0.0
82988,физ. лицо,списание средств,606.0,наличный,Минск,БелАгропромбанк-KJWZ-232,21-06-2005,13:22:36,успешно,нет,0.0
82996,физ. лицо,списание средств,887.83,безналичный,Брест,Приорбанк-ZGAA-616,23-05-2008,21:34:56,неправильный ввод пин-кода,да,35.24
82998,физ. лицо,списание средств,421.68,безналичный,Минск,БелАгропромбанк-GTES-980,03-09-2018,08:13:32,неправильный ввод пин-кода,нет,0.0
83000,физ. лицо,списание средств,281.55,безналичный,Гомель,МаксБанк-CWYR-889,14-05-2018,05:33:31,успешно,да,21.54
83001,физ. лицо,получение средств,559.92,наличный,Могилев,Приорбанк-BHBB-098,06-01-2001,09:48:22,успешно,нет,0.0
83003,физ. лицо,получение средств,593.3,наличный,Витебск,БелАгропромбанк-MHHP-212,14-04-2024,16:28:40,успешно,нет,0.0
83011,физ. лицо,списание средств,775.04,наличный,Гродно,Приорбанк-QIUQ-304,06-08-2021,11:40:03,неправильный ввод пин-кода,да,39.64
83013,физ. лицо,получение средств,64.11,безналичный,Могилев,Белинвестбанк-DDYP-219,31-07-2020,18:59:26,успешно,нет,0.0
83020,юр. лицо,списание средств,46.64,безналичный,Могилев,МаксБанк-FUVN-498,14-10-2000,14:47:08,успешно,нет,0.0
83024,физ. лицо,списание средств,9.33,безналичный,Могилев,БелАгропромбанк-PNQG-295,04-07-2017,23:43:32,неправильный ввод пин-кода,да,0.33
83036,юр. лицо,списание средств,592.72,наличный,Минск,БелАгропромбанк-NVLW-696,10-12-2011,07:49:28,успешно,да,41.4
83038,физ. лицо,списание средств,211.87,наличный,Минск,БелАгропромбанк-ZCHP-875,31-08-2010,01:16:13,недостаточно средств,нет,0.0
83041,физ. лицо,получение средств,958.53,безналичный,Гомель,БелАгропромбанк-QRWM-845,29-08-2012,17:16:58,успешно,нет,0.0
83046,юр. лицо,получение средств,398.1,безналичный,Гродно,Белинвестбанк-GDHH-092,29-06-2024,22:24:14,успешно,нет,0.0
83047,юр. лицо,получение средств,59.85,наличный,Гомель,МаксБанк-SRNJ-913,13-08-2008,23:45:42,успешно,нет,0.0
83053,юр. лицо,получение средств,797.32,безналичный,Минск,Беларусбанк-VCYO-602,23-08-2005,10:43:56,успешно,нет,0.0
83056,юр. лицо,списание средств,123.97,наличный,Гродно,МаксБанк-TGKV-128,26-05-2019,11:07:50,успешно,да,11.37
83071,физ. лицо,получение средств,340.16,наличный,Минск,БелАгропромбанк-LDEH-888,26-03-2005,20:59:44,успешно,нет,0.0
83078,юр. лицо,списание средств,860.83,наличный,Гомель,Приорбанк-CRHN-036,05-05-2016,23:15:27,неправильный ввод пин-кода,нет,0.0
83082,физ. лицо,получение средств,427.41,безналичный,Могилев,Приорбанк-ZGDO-456,15-08-2021,16:41:50,успешно,нет,0.0
83085,юр. лицо,списание средств,457.07,безналичный,Могилев,Белинвестбанк-GMZU-836,09-06-2021,00:58:53,успешно,да,45.3
83094,юр. лицо,получение средств,959.41,наличный,Гродно,Беларусбанк-ZCKR-589,27-02-2018,21:27:55,успешно,нет,0.0
83096,физ. лицо,получение средств,862.59,безналичный,Брест,Беларусбанк-OWKQ-625,19-02-2021,19:48:39,успешно,нет,0.0
83097,физ. лицо,списание средств,569.94,наличный,Могилев,Беларусбанк-MCCB-710,21-02-2014,01:43:59,неправильный ввод пин-кода,нет,0.0
83102,юр. лицо,получение средств,980.71,наличный,Могилев,Приорбанк-JVQP-769,25-02-2004,13:24:47,успешно,нет,0.0
83104,юр. лицо,списание средств,541.25,наличный,Минск,Белинвестбанк-ORNC-108,18-05-2003,16:17:36,неправильный ввод пин-кода,нет,0.0
83110,физ. лицо,получение средств,209.72,наличный,Минск,МаксБанк-MHOE-217,15-09-2002,18:37:34,успешно,нет,0.0
83113,юр. лицо,списание средств,232.51,наличный,Могилев,Белинвестбанк-TMJB-895,26-02-2021,12:54:24,успешно,да,6.8
83115,юр. лицо,получение средств,201.73,безналичный,Брест,БелАгропромбанк-FNGW-560,08-09-2009,05:02:58,успешно,нет,0.0
83117,физ. лицо,списание средств,204.02,наличный,Минск,Беларусбанк-QKPR-115,14-06-2013,19:26:02,успешно,да,17.24
83119,юр. лицо,получение средств,594.87,безналичный,Могилев,МаксБанк-XHTI-950,23-06-2015,03:42:31,успешно,нет,0.0
83123,юр. лицо,получение средств,19.28,наличный,Могилев,Белинвестбанк-LMGS-134,16-05-2010,00:15:29,успешно,нет,0.0
83131,юр. лицо,списание средств,156.99,безналичный,Могилев,Приорбанк-QNJO-455,11-08-2011,11:50:49,успешно,нет,0.0
83137,физ. лицо,списание средств,435.49,безналичный,Витебск,Беларусбанк-BKFA-567,04-03-2001,09:54:05,успешно,да,36.32
83151,физ. лицо,получение средств,441.04,наличный,Гродно,БелАгропромбанк-XRPV-569,05-04-2005,04:22:07,успешно,нет,0.0
83158,физ. лицо,списание средств,401.9,наличный,Могилев,Белинвестбанк-AVEY-665,10-08-2010,01:06:34,недостаточно средств,нет,0.0
83159,юр. лицо,получение средств,599.46,безналичный,Минск,Беларусбанк-MHRX-192,05-05-2024,15:14:14,успешно,нет,0.0
83160,юр. лицо,получение средств,832.59,наличный,Могилев,Беларусбанк-ZXHW-105,27-06-2024,18:13:56,успешно,нет,0.0
83162,юр. лицо,получение средств,668.06,наличный,Гродно,Белинвестбанк-FZIP-073,03-10-2022,12:23:17,успешно,нет,0.0
83164,юр. лицо,списание средств,620.73,наличный,Гродно,БелАгропромбанк-JAKP-079,09-11-2011,18:22:44,успешно,нет,0.0
83165,физ. лицо,списание средств,594.32,наличный,Минск,МаксБанк-FEVG-126,08-10-2024,05:41:55,недостаточно средств,нет,0.0
83166,физ. лицо,списание средств,557.36,наличный,Могилев,Беларусбанк-XFMZ-863,18-05-2006,09:21:59,успешно,да,40.36
83169,юр. лицо,списание средств,356.39,наличный,Брест,Беларусбанк-BZJE-500,23-12-2021,11:57:43,успешно,нет,0.0
83170,физ. лицо,получение средств,615.55,наличный,Брест,БелАгропромбанк-NGYH-544,23-06-2013,07:37:26,успешно,нет,0.0
83171,юр. лицо,списание средств,580.87,безналичный,Гродно,БелАгропромбанк-RVPJ-483,27-03-2012,16:40:10,недостаточно средств,да,32.42
83176,юр. лицо,получение средств,636.0,безналичный,Брест,МаксБанк-SRBD-869,16-07-2007,20:35:10,успешно,нет,0.0
83177,физ. лицо,получение средств,631.82,безналичный,Могилев,Приорбанк-UCEB-413,03-12-2020,15:03:05,успешно,нет,0.0
83179,юр. лицо,списание средств,224.39,наличный,Гомель,Приорбанк-PRAV-346,18-08-2000,11:44:10,неправильный ввод пин-кода,да,11.98
83188,юр. лицо,списание средств,606.29,безналичный,Гродно,Беларусбанк-FHCJ-642,15-11-2023,22:35:28,недостаточно средств,да,51.83
83189,физ. лицо,списание средств,510.09,безналичный,Брест,Белинвестбанк-OGVU-144,15-12-2024,10:26:28,успешно,нет,0.0
83193,физ. лицо,списание средств,130.55,безналичный,Витебск,БелАгропромбанк-NRLR-720,13-11-2012,05:28:25,недостаточно средств,да,6.3
83198,юр. лицо,получение средств,979.66,безналичный,Могилев,Белинвестбанк-YXSF-338,02-11-2000,03:04:48,успешно,нет,0.0
83199,физ. лицо,списание средств,84.42,наличный,Брест,Беларусбанк-GANQ-699,24-09-2004,15:05:12,недостаточно средств,нет,0.0
83200,юр. лицо,получение средств,768.71,наличный,Витебск,Приорбанк-GGJM-220,06-10-2017,13:50:04,успешно,нет,0.0
83204,юр. лицо,списание средств,239.96,безналичный,Витебск,Беларусбанк-FQVE-209,24-09-2023,23:34:54,успешно,да,21.43
83207,физ. лицо,получение средств,838.75,наличный,Гомель,МаксБанк-UNRN-344,09-05-2008,00:18:52,успешно,нет,0.0
83209,физ. лицо,получение средств,306.93,безналичный,Минск,Белинвестбанк-YWWH-738,30-10-2002,02:22:32,успешно,нет,0.0
83214,юр. лицо,списание средств,858.9,безналичный,Витебск,Приорбанк-NIXC-731,05-05-2009,22:53:35,неправильный ввод пин-кода,да,51.81
83226,физ. лицо,списание средств,340.61,безналичный,Гродно,МаксБанк-WMWS-769,07-02-2000,08:15:57,недостаточно средств,да,28.26
83227,физ. лицо,списание средств,718.19,безналичный,Минск,Приорбанк-OARE-268,20-12-2018,03:26:02,недостаточно средств,нет,0.0
83232,юр. лицо,получение средств,377.39,безналичный,Минск,Белинвестбанк-YDIL-201,09-09-2019,12:52:28,успешно,нет,0.0
83236,физ. лицо,списание средств,30.43,наличный,Витебск,МаксБанк-EWZA-895,23-06-2000,10:23:39,неправильный ввод пин-кода,да,2.98
83242,юр. лицо,получение средств,51.57,безналичный,Гродно,МаксБанк-ZBOR-819,15-01-2010,03:14:42,успешно,нет,0.0
